1298, 2012, 2185, 1661, 1299, 2011, 2108, 1663, 1298, 2021,
2014, 1662, 1299, 2009, 1929, 1662, 1300, 1994, 1901, 1661,
1299, 2020, 1919, 1661, 1299, 1989, 2001, 1661, 1299, 2023,
2096, 1662, 1298, 2008, 2173, 1662, 1300, 2005, 2191, 1662,
1298, 2024, 2158, 1662, 1298, 1988, 2070, 1661, 1299, 2022,
1976, 1662, 1299, 1987, 1911, 1661, 1300, 2010, 1901, 1662,
1298, 2022, 1948, 1661, 1298, 1987, 2041, 1661, 1299, 2022,
2133, 1661, 1299, 1987, 2188, 1661, 1298, 2024, 2190, 1662,
1299, 1997, 2122, 1661, 1299, 2011, 2031, 1663, 1298, 2018,
1942, 1662, 1301, 1995, 1902, 1662, 1298, 2021, 1912, 1661,
1301, 2000, 1987, 1661, 1299, 2026, 2081, 1661, 1299, 1991,
2166, 1661, 1300, 2011, 2192, 1662, 1298, 2013, 2169, 1661,
1299, 2004, 2085, 1661, 1298, 2015, 1990, 1662, 1300, 2000,
1916, 1662, 1298, 2020, 1900, 1662, 1298, 2009, 1935, 1660,
1299, 2008, 2025, 1662, 1298, 2020, 2120, 1661, 1300, 2016,
2192, 1662, 1298, 2009, 2154, 1662, 1299, 1997, 2064, 1661,
1298, 2025, 1970, 1662, 1299, 1993, 1908, 1661, 1299, 2014,
1901, 1662, 1298, 2022, 1954, 1662, 1299, 2018, 2046, 1661,
1299, 1996, 2138, 1661, 1298, 2025, 2189, 1662, 1299, 1992,
2189, 1662, 1299, 2015, 2117, 1663, 1298, 2026, 2026, 1663,
1298, 1993, 1937, 1661, 1299, 1996, 1901, 1661, 1299, 2021,
1916, 1661, 1300, 1992, 1992, 1661, 1299, 2015, 2088, 1663,
1298, 2024, 2169, 1662, 1299, 1994, 2191, 1662, 1299, 2006,
2165, 1663, 1298, 2025, 2078, 1662, 1299, 2000, 1985, 1661,
1298, 2022, 1913, 1662, 1298, 2014, 1901, 1662, 1300, 1997,
1941, 1661, 1299, 2012, 2032, 1663, 1299, 2019, 2126, 1662,
1299, 2009, 2186, 1662, 1298, 2022, 2192, 1661, 1299, 2009,
2131, 1662, 1299, 1988, 2039, 1662, 1300, 2008, 1949, 1662,
1298, 2023, 1900, 1662, 1298, 1992, 1904, 1662, 1299, 2018,
1978, 1662, 1298, 2014, 2070, 1661, 1298, 1991, 2159, 1661,
1299, 2014, 2190, 1662, 1298, 2019, 2173, 1661, 1299, 2005,
2094, 1662, 1297, 2026, 1998, 1662, 1298, 2019, 1920, 1662,
1301, 1992, 1900, 1661, 1299, 2015, 1929, 1662, 1298, 2015,
2017, 1661, 1299, 2011, 2109, 1662, 1298, 2023, 2181, 1662,
1299, 1991, 2191, 1661, 1300, 2015, 2146, 1662, 1298, 2021,
2053, 1662, 1299, 1990, 1961, 1661, 1300, 2014, 1905, 1663,
1298, 2013, 1901, 1661, 1300, 1995, 1965, 1661, 1299, 2021,
2056, 1661, 1298, 1997, 2146, 1661, 1300, 2015, 2189, 1662,
1298, 2012, 2185, 1661, 1299, 2011, 2108, 1663, 1298, 2021,
2014, 1662, 1299, 2009, 1929, 1662, 1300, 1994, 1901, 1661,
1299, 2020, 1919, 1661, 1299, 1989, 2001, 1661, 1299, 2023,
2096, 1662, 1298, 2008, 2173, 1662, 1300, 2005, 2191, 1662,
1298, 2024, 2158, 1662, 1298, 1988, 2070, 1661, 1299, 2022,
1976, 1662, 1299, 1987, 1911, 1661, 1300, 2010, 1901, 1662,
1298, 2022, 1948, 1661, 1298, 1987, 2041, 1661, 1299, 2022,
2133, 1661, 1299, 1987, 2188, 1661, 1298, 2024, 2190, 1662,
1299, 1997, 2122, 1661, 1299, 2011, 2031, 1663, 1298, 2018,
1942, 1662, 1301, 1995, 1902, 1662, 1298, 2021, 1912, 1661,
1301, 2000, 1987, 1661, 1299, 2026, 2081, 1661, 1299, 1991,
2166, 1661, 1300, 2011, 2192, 1662, 1298, 2013, 2169, 1661,
1299, 2004, 2085, 1661, 1298, 2015, 1990, 1662, 1300, 2000,
1916, 1662, 1298, 2020, 1900, 1662, 1298, 2009, 1935, 1660,
1299, 2008, 2025, 1662, 1298, 2020, 2120, 1661, 1300, 2016,
2183, 1662, 1298, 2018, 2190, 1662, 1299, 1986, 2137, 1662,
1299, 2007, 2045, 1662, 1298, 2019, 1954, 1661, 1300, 1997,
1902, 1662, 1298, 2021, 1902, 1662, 1299, 1994, 1973, 1661,
1299, 2021, 2062, 1662, 1299, 2014, 2153, 1661, 1300, 2008,
2190, 1662, 1298, 2029, 2178, 1661, 1299, 2005, 2101, 1662,
1298, 2026, 2005, 1662, 1298, 2013, 1925, 1661, 1299, 2004,
1900, 1661, 1298, 2019, 1924, 1661, 1299, 2005, 2010, 1662,
1298, 2017, 2104, 1661, 1300, 1994, 2178, 1661, 1299, 2015,
2192, 1662, 1298, 2017, 2152, 1661, 1300, 2000, 2061, 1663,
1298, 2019, 1969, 1661, 1299, 1993, 1907, 1660, 1299, 2013,
1900, 1661, 1298, 2020, 1956, 1661, 1299, 1991, 2047, 1661,
1299, 2020, 2139, 1661, 1299, 1987, 2189, 1662, 1298, 2025,
2188, 1662, 1299, 2000, 2115, 1661, 1300, 2014, 2023, 1662,
1298, 2021, 1933, 1662, 1298, 2017, 1901, 1661, 1299, 2004,
1917, 1662, 1299, 2008, 1994, 1661, 1299, 2004, 2089, 1661,
1298, 2023, 2168, 1662, 1298, 2007, 2192, 1661, 1299, 2007,
2163, 1662, 1298, 2021, 2076, 1662, 1299, 2004, 1983, 1662,
1298, 2026, 1912, 1661, 1299, 1989, 1901, 1661, 1299, 2011,
1943, 1662, 1297, 2023, 2033, 1661, 1299, 1999, 2127, 1661,
1298, 2021, 2187, 1660, 1299, 1997, 2191, 1662, 1299, 2021,
2130, 1662, 1298, 2010, 2038, 1661, 1300, 2002, 1947, 1662,
1297, 2020, 1901, 1661, 1300, 2002, 1906, 1662, 1297, 2026,
1980, 1661, 1299, 1989, 2073, 1661, 1300, 2011, 2160, 1662,
1298, 2023, 2190, 1662, 1299, 1990, 2173, 1661, 1299, 2026,
2092, 1661, 1300, 1993, 1997, 1661, 1299, 2013, 1919, 1663,
1298, 2019, 1900, 1661, 1300, 1994, 1931, 1661, 1299, 2018,
2017, 1662, 1298, 1990, 2111, 1662, 1299, 2026, 2181, 1661,
1298, 2010, 2191, 1661, 1300, 2007, 2144, 1662, 1298, 2021,
2052, 1662, 1300, 1994, 1960, 1662, 1299, 2019, 1904, 1662,
1299, 1990, 1901, 1661, 1299, 2010, 1966, 1662, 1297, 2025,
2057, 1661, 1300, 1995, 2147, 1661, 1300, 2021, 2189, 1662,
1298, 1985, 2182, 1662, 1298, 2021, 2106, 1662, 1299, 2023,
2013, 1662, 1299, 1991, 1929, 1662, 1300, 2017, 1900, 1662,
1297, 2012, 1920, 1661, 1300, 2014, 2002, 1662, 1298, 1994,
2098, 1661, 1300, 2017, 2174, 1662, 1297, 2021, 2192, 1660,
1299, 1997, 2158, 1661, 1299, 2025, 2068, 1661, 1299, 1990,
1975, 1661, 1298, 2021, 1909, 1661, 1298, 1991, 1901, 1661,
1299, 2006, 1950, 1662, 1297, 2021, 2041, 1661, 1301, 2000,
